UniprotAccession	Organism	Kingdom	ProteinLength	TMHelixFirst90
Q6SJ95	Mus musculus	Metazoa	350	False
Q10412	Schizosaccharomyces pombe	Fungi	403	False
P38705	Saccharomyces cerevisiae	Fungi	446	False
Q03214	Saccharomyces cerevisiae	Fungi	1411	False
Q08553	Saccharomyces cerevisiae	Fungi	188	False
Q9LX31	Arabidopsis thaliana	Viridiplantae	265	False
O15265	Homo sapiens	Metazoa	892	False
G5EG51	Caenorhabditis elegans	Metazoa	1270	False
Q6IDB0	Arabidopsis thaliana	Viridiplantae	193	False
P56329	Schizosaccharomyces pombe	Fungi	321	False
P24309	Saccharomyces cerevisiae	Fungi	405	False
Q9SJ50	Arabidopsis thaliana	Viridiplantae	333	False
Q9SLD2	Arabidopsis thaliana	Viridiplantae	520	False
Q7LL22	Schizosaccharomyces pombe	Fungi	462	False
Q9Z286	Rattus norvegicus	Metazoa	1608	False
P41546	Saccharomyces cerevisiae	Fungi	238	False
O94268	Schizosaccharomyces pombe	Fungi	608	False
P38989	Saccharomyces cerevisiae	Fungi	1170	False
P40571	Saccharomyces cerevisiae	Fungi	144	False
O70433	Mus musculus	Metazoa	279	False
Q12524	Saccharomyces cerevisiae	Fungi	340	False
P52891	Saccharomyces cerevisiae	Fungi	726	False
Q9QWH1	Mus musculus	Metazoa	850	False
Q8BG87	Mus musculus	Metazoa	1803	False
Q5AP95	Candida albicans	Fungi	517	False
E9Q5F9	Mus musculus	Metazoa	2537	False
P18581	Mus musculus	Metazoa	657	True
Q8GW43	Arabidopsis thaliana	Viridiplantae	476	False
Q24JJ9	Arabidopsis thaliana	Viridiplantae	361	False
Q86YV9	Homo sapiens	Metazoa	775	False
Q2Z1W2	Gallus gallus	Metazoa	345	False
Q949Q5	Arabidopsis thaliana	Viridiplantae	140	True
Q9SJF1	Arabidopsis thaliana	Viridiplantae	589	False
Q8N3Z6	Homo sapiens	Metazoa	543	False
Q68CJ6	Homo sapiens	Metazoa	796	False
Q156A1	Homo sapiens	Metazoa	80	False
P38710	Saccharomyces cerevisiae	Fungi	295	False
Q9Y5U2	Homo sapiens	Metazoa	329	False
G2HK15	Caenorhabditis elegans	Metazoa	367	False
P49017	Saccharomyces cerevisiae	Fungi	307	False
P43583	Saccharomyces cerevisiae	Fungi	2143	False
Q9USV1	Schizosaccharomyces pombe	Fungi	299	False
P09211	Homo sapiens	Metazoa	210	False
P52890	Schizosaccharomyces pombe	Fungi	566	False
P0DH90	Arabidopsis thaliana	Viridiplantae	609	False
Q8TC56	Homo sapiens	Metazoa	605	False
Q9NQZ6	Homo sapiens	Metazoa	224	False
P0CG48	Homo sapiens	Metazoa	685	False
P22135	Saccharomyces cerevisiae	Fungi	325	False
Q9Y2D8	Homo sapiens	Metazoa	614	False
P34283	Caenorhabditis elegans	Metazoa	442	False
Q9Y3E7	Homo sapiens	Metazoa	222	False
P93788	Solanum tuberosum	Viridiplantae	198	False
P55199	Homo sapiens	Metazoa	621	False
O94286	Schizosaccharomyces pombe	Fungi	178	False
Q9LQK7	Arabidopsis thaliana	Viridiplantae	475	False
Q76FK4	Homo sapiens	Metazoa	1167	False
P38255	Saccharomyces cerevisiae	Fungi	430	False
Q9UDR5	Homo sapiens	Metazoa	926	False
Q96AG4	Homo sapiens	Metazoa	307	False
Q941Q3	Arabidopsis thaliana	Viridiplantae	524	False
O15014	Homo sapiens	Metazoa	1411	False
O95696	Homo sapiens	Metazoa	1058	False
Q9W088	Drosophila melanogaster	Metazoa	431	False
Q9FFF5	Arabidopsis thaliana	Viridiplantae	241	False
Q94BU8	Arabidopsis thaliana	Viridiplantae	185	False
P17119	Saccharomyces cerevisiae	Fungi	729	False
P10080	Saccharomyces cerevisiae	Fungi	294	False
Q9BTF0	Homo sapiens	Metazoa	503	False
O77512	Bos taurus	Metazoa	295	False
O59740	Schizosaccharomyces pombe	Fungi	522	False
O14981	Homo sapiens	Metazoa	1849	False
Q9Y803	Schizosaccharomyces pombe	Fungi	127	False
Q9VJV8	Drosophila melanogaster	Metazoa	361	False
P34122	Dictyostelium discoideum	Other	287	False
Q42843	Hordeum vulgare	Viridiplantae	527	False
Q8BGY9	Mus musculus	Metazoa	580	True
Q03760	Saccharomyces cerevisiae	Fungi	334	False
Q8IXM6	Homo sapiens	Metazoa	262	True
P38075	Saccharomyces cerevisiae	Fungi	228	False
Q01453	Homo sapiens	Metazoa	160	True
Q9NSG2	Homo sapiens	Metazoa	853	False
Q8IWY9	Homo sapiens	Metazoa	1227	False
Q9JKU3	Rattus norvegicus	Metazoa	1749	False
Q67ZB6	Arabidopsis thaliana	Viridiplantae	462	False
P33075	Schizosaccharomyces pombe	Fungi	220	False
Q9BLG3	Dictyostelium discoideum	Other	431	True
O13297	Saccharomyces cerevisiae	Fungi	549	False
Q15562	Homo sapiens	Metazoa	447	False
P53834	Saccharomyces cerevisiae	Fungi	153	False
Q9V8P9	Drosophila melanogaster	Metazoa	1038	False
Q9BWX1	Homo sapiens	Metazoa	381	False
P34111	Saccharomyces cerevisiae	Fungi	1160	False
Q9BY41	Homo sapiens	Metazoa	377	False
Q00899	Mus musculus	Metazoa	414	False
Q8NEZ5	Homo sapiens	Metazoa	403	False
Q9UM63	Homo sapiens	Metazoa	463	False
Q9LIQ9	Arabidopsis thaliana	Viridiplantae	714	False
Q99JB8	Mus musculus	Metazoa	424	False
P38257	Saccharomyces cerevisiae	Fungi	691	False
Q8BQP9	Mus musculus	Metazoa	257	False
O62683	Canis lupus familiaris	Metazoa	898	False
Q9UI26	Homo sapiens	Metazoa	975	False
Q8BMB0	Mus musculus	Metazoa	1264	False
P83758	Danio rerio	Metazoa	448	False
Q9P7C8	Schizosaccharomyces pombe	Fungi	214	False
O13329	Saccharomyces cerevisiae	Fungi	566	False
O55102	Mus musculus	Metazoa	125	False
Q9UT19	Schizosaccharomyces pombe	Fungi	764	False
Q15847	Homo sapiens	Metazoa	76	False
Q8L719	Arabidopsis thaliana	Viridiplantae	292	False
Q02783	Saccharomyces cerevisiae	Fungi	413	False
Q9H8M2	Homo sapiens	Metazoa	597	False
Q59RW5	Candida albicans	Fungi	493	False
Q9H5V7	Homo sapiens	Metazoa	419	False
Q8RWX4	Arabidopsis thaliana	Viridiplantae	611	False
P53077	Saccharomyces cerevisiae	Fungi	123	False
Q66JW3	Mus musculus	Metazoa	526	False
Q75WB5	Bos taurus	Metazoa	1288	False
P49906	Drosophila melanogaster	Metazoa	196	False
Q12102	Saccharomyces cerevisiae	Fungi	859	False
Q8WSR2	Ascaris suum	Metazoa	141	True
Q6X632	Mus musculus	Metazoa	540	True
Q22037	Caenorhabditis elegans	Metazoa	346	False
P23116	Mus musculus	Metazoa	1344	False
O74946	Schizosaccharomyces pombe	Fungi	574	False
Q9VDE4	Drosophila melanogaster	Metazoa	286	False
Q9M0V3	Arabidopsis thaliana	Viridiplantae	1088	False
Q8IUH3	Homo sapiens	Metazoa	476	False
Q16635	Homo sapiens	Metazoa	262	False
P42356	Homo sapiens	Metazoa	2102	False
P18886	Rattus norvegicus	Metazoa	658	False
Q9ESK9	Mus musculus	Metazoa	1588	False
Q9FT52	Arabidopsis thaliana	Viridiplantae	168	False
Q9HFF5	Schizosaccharomyces pombe	Fungi	1205	False
Q8IX15	Homo sapiens	Metazoa	550	False
Q9QZR8	Rattus norvegicus	Metazoa	2766	False
Q8IEK7	Plasmodium falciparum	Other	87	False
Q96M94	Homo sapiens	Metazoa	604	False
P32504	Saccharomyces cerevisiae	Fungi	956	False
Q9P267	Homo sapiens	Metazoa	1494	False
Q24246	Drosophila melanogaster	Metazoa	663	False
Q4W9R0	Aspergillus fumigatus	Fungi	153	False
P46676	Saccharomyces cerevisiae	Fungi	1062	False
Q9CQT2	Mus musculus	Metazoa	265	False
P54657	Dictyostelium discoideum	Other	213	False
P08740	Chlamydomonas reinhardtii	Viridiplantae	382	True
Q6FI81	Homo sapiens	Metazoa	312	False
O82660	Arabidopsis thaliana	Viridiplantae	403	False
Q9Y5N6	Homo sapiens	Metazoa	252	False
Q9CAH5	Arabidopsis thaliana	Viridiplantae	320	True
P40566	Saccharomyces cerevisiae	Fungi	764	False
Q07794	Saccharomyces cerevisiae	Fungi	436	False
Q8NF91	Homo sapiens	Metazoa	8797	False
P36169	Saccharomyces cerevisiae	Fungi	355	True
Q0QWG9	Mus musculus	Metazoa	1203	False
Q02884	Saccharomyces cerevisiae	Fungi	456	False
Q00816	Saccharomyces cerevisiae	Fungi	1014	False
Q8CC21	Mus musculus	Metazoa	365	False
P34225	Saccharomyces cerevisiae	Fungi	687	False
L0R8F8	Homo sapiens	Metazoa	70	False
Q20992	Caenorhabditis elegans	Metazoa	667	False
P38281	Saccharomyces cerevisiae	Fungi	316	False
P46998	Saccharomyces cerevisiae	Fungi	180	True
O65680	Arabidopsis thaliana	Viridiplantae	279	False
O14277	Schizosaccharomyces pombe	Fungi	203	False
P06813	Oryctolagus cuniculus	Metazoa	266	False
A4D1E9	Homo sapiens	Metazoa	387	False
Q23064	Caenorhabditis elegans	Metazoa	1041	False
Q86X29	Homo sapiens	Metazoa	649	False
Q9LES4	Arabidopsis thaliana	Viridiplantae	483	False
Q9M658	Arabidopsis thaliana	Viridiplantae	2001	False
Q6PJP8	Homo sapiens	Metazoa	1040	False
O74387	Schizosaccharomyces pombe	Fungi	287	False
P40041	Saccharomyces cerevisiae	Fungi	505	False
Q15025	Homo sapiens	Metazoa	636	False
Q06139	Saccharomyces cerevisiae	Fungi	101	False
P46972	Saccharomyces cerevisiae	Fungi	177	False
Q9ES73	Rattus norvegicus	Metazoa	775	False
Q9B6C8	Yarrowia lipolytica	Fungi	469	True
Q99321	Saccharomyces cerevisiae	Fungi	188	False
Q9NSI6	Homo sapiens	Metazoa	2320	False
Q08753	Chlamydomonas moewusii	Viridiplantae	164	False
Q9LZD0	Arabidopsis thaliana	Viridiplantae	599	False
O14880	Homo sapiens	Metazoa	152	True
O94329	Schizosaccharomyces pombe	Fungi	183	False
Q86UA6	Homo sapiens	Metazoa	219	False
P40085	Saccharomyces cerevisiae	Fungi	556	True
Q9D489	Mus musculus	Metazoa	467	False
P49917	Homo sapiens	Metazoa	911	False
Q22557	Caenorhabditis elegans	Metazoa	368	False
Q9GS00	Caenorhabditis elegans	Metazoa	601	False
Q80ZI1	Mus musculus	Metazoa	223	False
Q501D2	Arabidopsis thaliana	Viridiplantae	572	False
Q9FFZ1	Arabidopsis thaliana	Viridiplantae	484	False
Q5QJE6	Homo sapiens	Metazoa	756	False
P0C6T3	Rattus norvegicus	Metazoa	269	True
Q7Z7K0	Homo sapiens	Metazoa	106	False
P35735	Saccharomyces cerevisiae	Fungi	353	True
Q10148	Schizosaccharomyces pombe	Fungi	254	False
Q96T68	Homo sapiens	Metazoa	719	False
Q12167	Saccharomyces cerevisiae	Fungi	365	False
Q75RY2	Oryza sativa subsp. japonica	Viridiplantae	492	False
B1AUS7	Mus musculus	Metazoa	101	False
Q96SY0	Homo sapiens	Metazoa	518	False
P09368	Saccharomyces cerevisiae	Fungi	476	False
Q9D6J6	Mus musculus	Metazoa	248	False
Q99PD6	Rattus norvegicus	Metazoa	461	False
Q04359	Saccharomyces cerevisiae	Fungi	397	False
Q24322	Drosophila melanogaster	Metazoa	899	True
P87054	Schizosaccharomyces pombe	Fungi	133	False
Q61097	Mus musculus	Metazoa	873	False
Q3UZ39	Mus musculus	Metazoa	729	False
Q9NS37	Homo sapiens	Metazoa	354	False
Q811A2	Rattus norvegicus	Metazoa	172	True
Q8C0L9	Mus musculus	Metazoa	675	False
F4HVZ5	Arabidopsis thaliana	Viridiplantae	279	False
P53810	Mus musculus	Metazoa	271	False
Q9ZU51	Arabidopsis thaliana	Viridiplantae	147	False
P20290	Homo sapiens	Metazoa	206	False
O94427	Schizosaccharomyces pombe	Fungi	424	False
Q9JJL0	Mus musculus	Metazoa	238	False
Q9LZP8	Arabidopsis thaliana	Viridiplantae	146	False
Q96AG3	Homo sapiens	Metazoa	418	False
Q9FM19	Arabidopsis thaliana	Viridiplantae	286	False
Q39709	Isochrysis galbana	Other	208	False
P58418	Homo sapiens	Metazoa	232	True
O94632	Schizosaccharomyces pombe	Fungi	773	False
Q12433	Saccharomyces cerevisiae	Fungi	566	False
Q04073	Strongylocentrotus purpuratus	Metazoa	459	False
Q9LEM8	Chlamydomonas reinhardtii	Viridiplantae	1385	False
Q6P589	Homo sapiens	Metazoa	184	False
Q9VV87	Drosophila melanogaster	Metazoa	316	True
Q9JIB0	Mus musculus	Metazoa	185	False
P19889	Drosophila melanogaster	Metazoa	317	False
Q9JJY3	Mus musculus	Metazoa	655	False
O81208	Arabidopsis thaliana	Viridiplantae	110	True
Q1ZXQ0	Dictyostelium discoideum	Other	1019	False
P41814	Saccharomyces cerevisiae	Fungi	478	False
Q39161	Arabidopsis thaliana	Viridiplantae	586	False
O94829	Homo sapiens	Metazoa	963	False
Q8H0V5	Arabidopsis thaliana	Viridiplantae	354	False
Q04279	Saccharomyces cerevisiae	Fungi	960	False
Q60680	Mus musculus	Metazoa	745	False
O74844	Schizosaccharomyces pombe	Fungi	244	False
Q96EV2	Homo sapiens	Metazoa	1170	False
Q8TDB4	Homo sapiens	Metazoa	240	True
O55028	Mus musculus	Metazoa	412	False
P93286	Arabidopsis thaliana	Viridiplantae	442	True
Q84SC3	Oryza sativa subsp. japonica	Viridiplantae	91	False
Q9UUD1	Schizosaccharomyces pombe	Fungi	900	False
Q9SV15	Arabidopsis thaliana	Viridiplantae	325	False
Q6DRC5	Danio rerio	Metazoa	1014	False
Q8VZU2	Arabidopsis thaliana	Viridiplantae	304	False
P56975	Homo sapiens	Metazoa	720	False
Q925N4	Mus musculus	Metazoa	235	True
Q9SS80	Arabidopsis thaliana	Viridiplantae	685	False
Q9LRZ3	Arabidopsis thaliana	Viridiplantae	641	False
Q384Y1	Trypanosoma brucei brucei	Other	929	False
Q8WWL7	Homo sapiens	Metazoa	1395	False
Q9Z158	Rattus norvegicus	Metazoa	301	False
O94993	Homo sapiens	Metazoa	753	False
Q9U405	Drosophila melanogaster	Metazoa	570	False
O43325	Homo sapiens	Metazoa	122	False
Q6NUF4	Xenopus laevis	Metazoa	716	False
Q03976	Saccharomyces cerevisiae	Fungi	319	False
Q7TS55	Mus musculus	Metazoa	173	True
Q9FJW4	Arabidopsis thaliana	Viridiplantae	154	False
Q9U213	Caenorhabditis elegans	Metazoa	425	False
Q8VC04	Mus musculus	Metazoa	261	False
Q9SRT0	Arabidopsis thaliana	Viridiplantae	460	False
Q86US8	Homo sapiens	Metazoa	1419	False
P80667	Saccharomyces cerevisiae	Fungi	386	False
Q5GH62	Mus musculus	Metazoa	373	True
Q9BYC2	Homo sapiens	Metazoa	517	False
Q9UUJ4	Schizosaccharomyces pombe	Fungi	333	False
P51593	Rattus norvegicus	Metazoa	4454	False
Q9VY78	Drosophila melanogaster	Metazoa	260	True
Q9SFB0	Arabidopsis thaliana	Viridiplantae	526	True
P48329	Cyanophora paradoxa	Other	180	False
Q18425	Caenorhabditis elegans	Metazoa	473	False
P58281	Mus musculus	Metazoa	960	False
Q9N1F5	Sus scrofa	Metazoa	241	False
O49937	Spinacia oleracea	Viridiplantae	293	False
P50536	Drosophila melanogaster	Metazoa	512	False
Q8TEA8	Homo sapiens	Metazoa	209	False
O42975	Schizosaccharomyces pombe	Fungi	972	False
Q8H1Q1	Arabidopsis thaliana	Viridiplantae	280	False
G5EEQ5	Caenorhabditis elegans	Metazoa	367	False
Q9FGQ9	Arabidopsis thaliana	Viridiplantae	177	False
Q9USY8	Schizosaccharomyces pombe	Fungi	166	False
Q06184	Euplotes crassus	Other	446	False
A0A5K1K8Y8	Plasmodium falciparum	Other	372	False
Q0VDF9	Homo sapiens	Metazoa	509	False
Q9H0E3	Homo sapiens	Metazoa	1048	False
P47054	Saccharomyces cerevisiae	Fungi	1683	False
G4MWZ7	Pyricularia oryzae	Fungi	702	False
Q10252	Schizosaccharomyces pombe	Fungi	358	True
Q9UTG8	Schizosaccharomyces pombe	Fungi	94	False
P15382	Homo sapiens	Metazoa	129	True
Q10336	Schizosaccharomyces pombe	Fungi	327	False
O70302	Mus musculus	Metazoa	217	False
P40079	Saccharomyces cerevisiae	Fungi	357	False
P40850	Saccharomyces cerevisiae	Fungi	830	False
Q42529	Arabidopsis thaliana	Viridiplantae	312	False
Q8NB16	Homo sapiens	Metazoa	471	False
O95180	Homo sapiens	Metazoa	2353	False
P32103	Euplotes eurystomus	Other	135	False
P32843	Saccharomyces cerevisiae	Fungi	850	False
P15308	Xenopus laevis	Metazoa	273	False
C8VSZ2	Emericella nidulans	Fungi	370	False
Q84WV6	Arabidopsis thaliana	Viridiplantae	635	False
Q9FIX1	Arabidopsis thaliana	Viridiplantae	172	False
A0A0G2K047	Rattus norvegicus	Metazoa	683	False
P16522	Saccharomyces cerevisiae	Fungi	626	False
Q7SB95	Neurospora crassa	Fungi	117	False
Q9JIH2	Mus musculus	Metazoa	466	False
Q9CQR4	Mus musculus	Metazoa	140	False
Q93092	Mus musculus	Metazoa	337	False
F4IY62	Arabidopsis thaliana	Viridiplantae	883	False
P40069	Saccharomyces cerevisiae	Fungi	1113	False
Q9Y2Z9	Homo sapiens	Metazoa	468	False
P03899	Mus musculus	Metazoa	115	True
Q12049	Saccharomyces cerevisiae	Fungi	470	False
P51998	Saccharomyces cerevisiae	Fungi	286	False
Q9UTI4	Schizosaccharomyces pombe	Fungi	172	False
P41247	Homo sapiens	Metazoa	253	False
A0A8I6ASZ5	Rattus norvegicus	Metazoa	666	False
O35235	Mus musculus	Metazoa	316	True
Q16637	Homo sapiens	Metazoa	294	False
Q8R2H7	Rattus norvegicus	Metazoa	913	False
Q01448	Saccharomyces cerevisiae	Fungi	625	False
Q6UVM4	Rattus norvegicus	Metazoa	1142	True
P47174	Saccharomyces cerevisiae	Fungi	117	False
P32526	Saccharomyces cerevisiae	Fungi	644	False
P49662	Homo sapiens	Metazoa	377	False
Q940Z2	Arabidopsis thaliana	Viridiplantae	724	False
Q86BY9	Drosophila melanogaster	Metazoa	1235	False
Q9SHZ6	Arabidopsis thaliana	Viridiplantae	343	False
Q9I7U4	Drosophila melanogaster	Metazoa	18141	False
P19407	Spinacia oleracea	Viridiplantae	62	True
Q5QGS0	Homo sapiens	Metazoa	1516	False
O14681	Homo sapiens	Metazoa	340	True
P06100	Saccharomyces cerevisiae	Fungi	191	False
P0CY08	Saccharomyces cerevisiae	Fungi	210	False
Q9H3K6	Homo sapiens	Metazoa	86	False
Q76PC4	Schizosaccharomyces pombe	Fungi	562	False
P52593	Saccharomyces cerevisiae	Fungi	1655	False
P23615	Saccharomyces cerevisiae	Fungi	1451	False
Q5XKP0	Homo sapiens	Metazoa	118	True
Q28177	Bos taurus	Metazoa	415	False
P98078	Mus musculus	Metazoa	766	False
Q80WK2	Mus musculus	Metazoa	128	True
P80483	Amphidinium carterae	Other	323	False
Q96I23	Homo sapiens	Metazoa	114	False
P35192	Saccharomyces cerevisiae	Fungi	417	False
Q96HR8	Homo sapiens	Metazoa	494	False
P01100	Homo sapiens	Metazoa	380	False
Q8NF50	Homo sapiens	Metazoa	2099	False
P43618	Saccharomyces cerevisiae	Fungi	361	False
P32570	Saccharomyces cerevisiae	Fungi	121	False
Q0WPT7	Arabidopsis thaliana	Viridiplantae	352	False
Q9UTH3	Schizosaccharomyces pombe	Fungi	775	False
P39706	Saccharomyces cerevisiae	Fungi	426	False
Q9M0S5	Arabidopsis thaliana	Viridiplantae	764	False
Q9LUJ3	Arabidopsis thaliana	Viridiplantae	163	False
P40208	Saccharomyces cerevisiae	Fungi	455	False
Q90Z72	Gallus gallus	Metazoa	458	False
Q96IZ2	Homo sapiens	Metazoa	230	True
Q9USG8	Schizosaccharomyces pombe	Fungi	1188	False
F4IDB2	Arabidopsis thaliana	Viridiplantae	1325	False
Q9P6M3	Schizosaccharomyces pombe	Fungi	210	False
Q7TN79	Mus musculus	Metazoa	314	False
Q8TEB9	Homo sapiens	Metazoa	315	True
Q8N1G1	Homo sapiens	Metazoa	1221	False
P00856	Saccharomyces cerevisiae	Fungi	48	True
Q9JL04	Mus musculus	Metazoa	1578	False
Q9Y4E1	Homo sapiens	Metazoa	1341	False
Q9W2H9	Drosophila melanogaster	Metazoa	541	False
Q9VYX1	Drosophila melanogaster	Metazoa	101	False
P36114	Saccharomyces cerevisiae	Fungi	725	False
P07978	Mus musculus	Metazoa	107	False
O08774	Rattus norvegicus	Metazoa	1387	False
Q9SNX8	Apium graveolens	Viridiplantae	496	False
O00483	Homo sapiens	Metazoa	81	True
Q9SI64	Arabidopsis thaliana	Viridiplantae	702	False
Q8W5B1	Arabidopsis thaliana	Viridiplantae	440	False
Q14678	Homo sapiens	Metazoa	1352	False
O96624	Dictyostelium discoideum	Other	174	False
P35637	Homo sapiens	Metazoa	526	False
H0YL14	Homo sapiens	Metazoa	139	True
P18410	Saccharomyces cerevisiae	Fungi	259	True
O75934	Homo sapiens	Metazoa	225	False
P38162	Saccharomyces cerevisiae	Fungi	196	False
O23210	Arabidopsis thaliana	Viridiplantae	486	False
Q6TEC1	Xenopus laevis	Metazoa	212	False
Q9UU96	Schizosaccharomyces pombe	Fungi	736	False
Q9LUA3	Arabidopsis thaliana	Viridiplantae	122	False
Q02959	Saccharomyces cerevisiae	Fungi	697	False
Q6NLW5	Arabidopsis thaliana	Viridiplantae	300	False
Q06089	Saccharomyces cerevisiae	Fungi	161	True
Q9UIG0	Homo sapiens	Metazoa	1483	False
A1A4Y4	Homo sapiens	Metazoa	181	False
P40060	Saccharomyces cerevisiae	Fungi	125	False
P38883	Saccharomyces cerevisiae	Fungi	763	False
P38197	Saccharomyces cerevisiae	Fungi	257	False
Q5SUQ9	Mus musculus	Metazoa	1212	False
P40381	Schizosaccharomyces pombe	Fungi	328	False
Q09668	Schizosaccharomyces pombe	Fungi	117	False
P47108	Saccharomyces cerevisiae	Fungi	1174	False
O94822	Homo sapiens	Metazoa	1766	False
Q93560	Caenorhabditis elegans	Metazoa	817	False
Q9FVV7	Arabidopsis thaliana	Viridiplantae	176	False
Q7K3L1	Drosophila melanogaster	Metazoa	921	False
Q9V7P1	Drosophila melanogaster	Metazoa	506	False
Q0WQG8	Arabidopsis thaliana	Viridiplantae	467	True
O75508	Homo sapiens	Metazoa	207	True
Q96RS6	Homo sapiens	Metazoa	583	False
Q8K3D3	Mus musculus	Metazoa	89	False
Q1K548	Neurospora crassa	Fungi	477	False
P21359	Homo sapiens	Metazoa	2839	False
O42855	Schizosaccharomyces pombe	Fungi	303	False
O00198	Homo sapiens	Metazoa	91	True
Q08622	Saccharomyces cerevisiae	Fungi	556	False
Q9Y6K5	Homo sapiens	Metazoa	1087	False
O60729	Homo sapiens	Metazoa	498	False
Q94CD4	Arabidopsis thaliana	Viridiplantae	134	False
Q2TAL8	Homo sapiens	Metazoa	776	False
P34537	Caenorhabditis elegans	Metazoa	837	False
P38204	Saccharomyces cerevisiae	Fungi	145	False
Q96IZ0	Homo sapiens	Metazoa	340	False
Q9LNE8	Arabidopsis thaliana	Viridiplantae	200	False
Q86UT6	Homo sapiens	Metazoa	975	False
O13577	Saccharomyces cerevisiae	Fungi	133	False
Q02080	Homo sapiens	Metazoa	365	False
Q12219	Saccharomyces cerevisiae	Fungi	294	False
Q9FZD1	Arabidopsis thaliana	Viridiplantae	630	False
Q9H3F6	Homo sapiens	Metazoa	313	False
P47141	Saccharomyces cerevisiae	Fungi	266	False
P40630	Mus musculus	Metazoa	243	False
O74329	Schizosaccharomyces pombe	Fungi	56	False
O43082	Schizosaccharomyces pombe	Fungi	233	False
Q9Z2N6	Rattus norvegicus	Metazoa	79	False
P53718	Saccharomyces cerevisiae	Fungi	249	False
Q6IDB6	Arabidopsis thaliana	Viridiplantae	182	False
P82347	Mus musculus	Metazoa	289	True
Q15428	Homo sapiens	Metazoa	464	False
Q9UTH9	Schizosaccharomyces pombe	Fungi	617	False
Q04370	Saccharomyces cerevisiae	Fungi	399	True
Q9ZSZ8	Arabidopsis thaliana	Viridiplantae	330	False
P07272	Saccharomyces cerevisiae	Fungi	904	False
P70460	Mus musculus	Metazoa	375	False
Q9SYK4	Arabidopsis thaliana	Viridiplantae	1136	False
Q9USU8	Schizosaccharomyces pombe	Fungi	551	False
Q8L7Z0	Arabidopsis thaliana	Viridiplantae	720	True
Q9UTA6	Schizosaccharomyces pombe	Fungi	303	False
P06180	Xenopus laevis	Metazoa	590	False
Q9M297	Arabidopsis thaliana	Viridiplantae	1256	False
Q9ERG0	Mus musculus	Metazoa	753	False
Q10059	Schizosaccharomyces pombe	Fungi	1841	False
P32388	Saccharomyces cerevisiae	Fungi	137	False
Q12476	Saccharomyces cerevisiae	Fungi	344	False
P38279	Saccharomyces cerevisiae	Fungi	296	True
Q8MUF9	Dictyostelium discoideum	Other	649	False
Q86YS7	Homo sapiens	Metazoa	1000	False
Q8I2S0	Plasmodium falciparum	Other	384	False
Q22829	Caenorhabditis elegans	Metazoa	470	False
