UniprotAccession	Organism	Kingdom	ProteinLength	SPPosition	label	TMHelixFirst90	Fold	Set
Q06405	Saccharomyces cerevisiae	Fungi	101		negative	False	ae	train
Q8BH70	Mus musculus	Metazoa	621		negative	False	ad	bench
Q9CQT9	Mus musculus	Metazoa	129		negative	True	ad	train
Q9D4J1	Mus musculus	Metazoa	240		negative	False	ad	train
P40085	Saccharomyces cerevisiae	Fungi	556		negative	True	ac	train
P93286	Arabidopsis thaliana	Viridiplantae	442		negative	True	ae	bench
Q01501	Dictyostelium discoideum	Other	275		negative	False	ae	train
Q8BJ64	Mus musculus	Metazoa	596		negative	False	ab	bench
Q9CQH3	Mus musculus	Metazoa	189		negative	True	ae	bench
P90551	Leishmania mexicana	Other	366		negative	False	ad	train
W0RYD3	Oryza sativa subsp. japonica	Viridiplantae	2135		negative	False	ae	train
P00425	Saccharomyces cerevisiae	Fungi	151		negative	True	aa	train
P05626	Saccharomyces cerevisiae	Fungi	244		negative	False	ac	bench
P40012	Saccharomyces cerevisiae	Fungi	539		negative	False	ac	train
P40576	Saccharomyces cerevisiae	Fungi	216		negative	True	ab	bench
P48771	Mus musculus	Metazoa	83		negative	True	ad	train
Q08176	Saccharomyces cerevisiae	Fungi	113		negative	True	ac	bench
Q811I0	Mus musculus	Metazoa	324		negative	False	ae	train
Q9CQZ6	Mus musculus	Metazoa	104		negative	True	ad	train
Q9SJ12	Arabidopsis thaliana	Viridiplantae	240		negative	False	aa	train
Q9T6H8	Arabidopsis thaliana	Viridiplantae	382		negative	True	aa	train
Q3E798	Saccharomyces cerevisiae	Fungi	87		negative	True	ae	train
Q5XF06	Arabidopsis thaliana	Viridiplantae	469		negative	False	ad	train
Q8CC21	Mus musculus	Metazoa	365		negative	False	ab	train
Q9CQC7	Mus musculus	Metazoa	129		negative	True	ae	train
Q9D023	Mus musculus	Metazoa	127		negative	True	ac	train
P00856	Saccharomyces cerevisiae	Fungi	48		negative	True	aa	bench
P39103	Saccharomyces cerevisiae	Fungi	70		negative	True	ad	train
P93303	Arabidopsis thaliana	Viridiplantae	158		negative	True	ad	bench
Q03218	Saccharomyces cerevisiae	Fungi	510		negative	False	ac	train
P21620	Leishmania donovani	Other	514		negative	False	aa	train
F4I902	Arabidopsis thaliana	Viridiplantae	420		negative	False	ac	train
F4IMQ0	Arabidopsis thaliana	Viridiplantae	288		negative	False	ab	train
P05085	Saccharomyces cerevisiae	Fungi	880		negative	False	ac	train
P38749	Saccharomyces cerevisiae	Fungi	330		negative	False	ae	train
P38777	Saccharomyces cerevisiae	Fungi	243		negative	False	ad	train
P40023	Saccharomyces cerevisiae	Fungi	145		negative	False	ae	train
P40026	Saccharomyces cerevisiae	Fungi	464		negative	False	aa	train
P42937	Saccharomyces cerevisiae	Fungi	148		negative	False	ab	bench
P43569	Saccharomyces cerevisiae	Fungi	289		negative	False	ae	train
P45968	Caenorhabditis elegans	Metazoa	339		negative	False	ae	train
P53107	Saccharomyces cerevisiae	Fungi	440		negative	False	aa	train
P53332	Saccharomyces cerevisiae	Fungi	305		negative	False	aa	train
P53333	Saccharomyces cerevisiae	Fungi	577		negative	False	aa	train
Q02770	Saccharomyces cerevisiae	Fungi	301		negative	False	aa	train
Q02932	Saccharomyces cerevisiae	Fungi	1032		negative	False	ac	train
Q03375	Saccharomyces cerevisiae	Fungi	135		negative	False	ac	train
Q06682	Saccharomyces cerevisiae	Fungi	500		negative	False	ad	bench
Q12084	Saccharomyces cerevisiae	Fungi	232		negative	False	aa	train
Q12242	Saccharomyces cerevisiae	Fungi	671		negative	False	ad	train
Q12433	Saccharomyces cerevisiae	Fungi	566		negative	False	ac	train
Q149B8	Mus musculus	Metazoa	807		negative	False	ae	train
Q24400	Drosophila melanogaster	Metazoa	495		negative	False	aa	train
Q7FAD5	Oryza sativa subsp. japonica	Viridiplantae	869		negative	False	ac	train
Q8GRN0	Arabidopsis thaliana	Viridiplantae	222		negative	False	aa	train
Q8VDP2	Mus musculus	Metazoa	222		negative	False	ad	train
Q99188	Saccharomyces cerevisiae	Fungi	309		negative	False	ad	train
Q9JMC2	Mus musculus	Metazoa	493		negative	False	aa	train
Q9LTK0	Arabidopsis thaliana	Viridiplantae	191		negative	False	aa	train
Q9P305	Saccharomyces cerevisiae	Fungi	131		negative	False	aa	train
Q9ZPQ3	Arabidopsis thaliana	Viridiplantae	317		negative	False	ab	train
Q9ZV06	Arabidopsis thaliana	Viridiplantae	236		negative	False	ae	train
B2RW88	Mus musculus	Metazoa	366		negative	False	ac	bench
O13577	Saccharomyces cerevisiae	Fungi	133		negative	False	ad	bench
O48716	Arabidopsis thaliana	Viridiplantae	465		negative	False	ab	train
P25638	Saccharomyces cerevisiae	Fungi	111		negative	False	ae	train
P32841	Saccharomyces cerevisiae	Fungi	428		negative	False	ad	train
P36069	Saccharomyces cerevisiae	Fungi	295		negative	False	ab	train
P38737	Saccharomyces cerevisiae	Fungi	1868		negative	False	ac	bench
P39988	Saccharomyces cerevisiae	Fungi	312		negative	False	aa	train
P43619	Saccharomyces cerevisiae	Fungi	295		negative	False	ac	train
P47138	Saccharomyces cerevisiae	Fungi	172		negative	False	ab	train
Q06338	Saccharomyces cerevisiae	Fungi	283		negative	False	ac	train
Q06672	Saccharomyces cerevisiae	Fungi	205		negative	False	ab	train
Q08961	Saccharomyces cerevisiae	Fungi	583		negative	False	ae	train
Q08966	Saccharomyces cerevisiae	Fungi	492		negative	False	ac	bench
Q12107	Saccharomyces cerevisiae	Fungi	265		negative	False	ae	bench
Q1EHW4	Mus musculus	Metazoa	186		negative	False	ab	train
Q6ASS9	Oryza sativa subsp. japonica	Viridiplantae	123		negative	False	aa	train
Q7X7A4	Oryza sativa subsp. japonica	Viridiplantae	475		negative	False	ad	train
Q8K0U4	Mus musculus	Metazoa	675		negative	False	ad	train
Q8K2X8	Mus musculus	Metazoa	71		negative	False	ab	bench
Q9CAI5	Arabidopsis thaliana	Viridiplantae	465		negative	False	ad	bench
Q9D115	Mus musculus	Metazoa	76		negative	False	ab	train
Q9FIB6	Arabidopsis thaliana	Viridiplantae	442		negative	False	ae	train
Q9N425	Caenorhabditis elegans	Metazoa	501		negative	False	ab	train
Q9QYL0	Mus musculus	Metazoa	170		negative	False	ad	train
Q9SII9	Arabidopsis thaliana	Viridiplantae	538		negative	False	ad	train
Q9SL94	Arabidopsis thaliana	Viridiplantae	324		negative	False	ac	train
C0HM53	Populus euphratica	Viridiplantae	510		negative	False	aa	train
P78780	Schizosaccharomyces pombe	Fungi	357		negative	False	ae	train
Q68FX6	Rattus norvegicus	Metazoa	390		negative	False	ae	train
A9JRD8	Danio rerio	Metazoa	540		negative	False	ad	train
P02318	Bos taurus	Metazoa	51		negative	False	ad	train
P0DO12	Arabidopsis thaliana	Viridiplantae	126		negative	False	ab	train
P25367	Saccharomyces cerevisiae	Fungi	405		negative	False	ae	train
P32626	Saccharomyces cerevisiae	Fungi	227		negative	False	ad	bench
P33412	Saccharomyces cerevisiae	Fungi	323		negative	False	aa	train
P36118	Saccharomyces cerevisiae	Fungi	322		negative	False	ab	bench
P54730	Saccharomyces cerevisiae	Fungi	416		negative	False	ad	train
Q03220	Saccharomyces cerevisiae	Fungi	320		negative	False	ab	train
Q03385	Mus musculus	Metazoa	852		negative	False	ad	bench
Q03937	Saccharomyces cerevisiae	Fungi	162		negative	False	ae	train
Q04751	Saccharomyces cerevisiae	Fungi	285		negative	False	aa	train
Q04930	Saccharomyces cerevisiae	Fungi	467		negative	False	ac	train
Q06149	Saccharomyces cerevisiae	Fungi	701		negative	False	ac	train
Q07395	Saccharomyces cerevisiae	Fungi	620		negative	False	ae	bench
Q12199	Saccharomyces cerevisiae	Fungi	356		negative	False	ab	train
Q12338	Saccharomyces cerevisiae	Fungi	110		negative	False	ae	train
Q8LFW5	Arabidopsis thaliana	Viridiplantae	277		negative	False	ac	train
Q8R3H9	Mus musculus	Metazoa	386		negative	False	ab	train
Q9CQ29	Mus musculus	Metazoa	239		negative	False	ae	train
Q9M9V9	Arabidopsis thaliana	Viridiplantae	156		negative	False	ac	bench
Q9S758	Arabidopsis thaliana	Viridiplantae	181		negative	False	ac	train
Q9W1V7	Drosophila melanogaster	Metazoa	452		negative	False	ae	train
Q9XZT7	Drosophila melanogaster	Metazoa	146		negative	False	ac	train
P0DN34	Mus musculus	Metazoa	57		negative	True	ac	bench
Q3UIU2	Mus musculus	Metazoa	128		negative	True	ab	train
Q9D6J5	Mus musculus	Metazoa	186		negative	False	ad	train
P22058	Drosophila melanogaster	Metazoa	355		negative	False	ad	train
P25332	Saccharomyces cerevisiae	Fungi	333		negative	False	aa	bench
P29467	Saccharomyces cerevisiae	Fungi	408		negative	False	ae	train
P34253	Saccharomyces cerevisiae	Fungi	313		negative	False	ab	train
P36159	Saccharomyces cerevisiae	Fungi	838		negative	False	aa	bench
P38858	Saccharomyces cerevisiae	Fungi	249		negative	False	ab	train
P39011	Saccharomyces cerevisiae	Fungi	633		negative	False	ac	train
P40481	Saccharomyces cerevisiae	Fungi	377		negative	False	ae	train
P47118	Saccharomyces cerevisiae	Fungi	141		negative	False	ad	train
P53718	Saccharomyces cerevisiae	Fungi	249		negative	False	aa	train
P53834	Saccharomyces cerevisiae	Fungi	153		negative	False	ab	train
Q05541	Saccharomyces cerevisiae	Fungi	303		negative	False	ad	train
Q08119	Saccharomyces cerevisiae	Fungi	714		negative	False	aa	train
Q0WR66	Arabidopsis thaliana	Viridiplantae	793		negative	False	aa	train
Q0WVF8	Arabidopsis thaliana	Viridiplantae	1134		negative	False	ae	bench
Q10LI1	Oryza sativa subsp. japonica	Viridiplantae	260		negative	False	aa	train
Q12180	Saccharomyces cerevisiae	Fungi	1030		negative	False	aa	train
Q18171	Caenorhabditis elegans	Metazoa	424		negative	False	ac	bench
Q22829	Caenorhabditis elegans	Metazoa	470		negative	False	aa	train
Q3MK94	Arabidopsis thaliana	Viridiplantae	428		negative	False	ad	train
Q3USZ2	Mus musculus	Metazoa	394		negative	False	ad	train
Q5XIQ3	Rattus norvegicus	Metazoa	316		negative	False	aa	train
Q62100	Mus musculus	Metazoa	101		negative	False	ac	bench
Q6SJ95	Mus musculus	Metazoa	350		negative	False	ae	train
Q8GW29	Arabidopsis thaliana	Viridiplantae	217		negative	False	ad	train
Q9D495	Mus musculus	Metazoa	329		negative	False	ac	train
Q9GS00	Caenorhabditis elegans	Metazoa	601		negative	False	aa	train
Q9SNC0	Arabidopsis thaliana	Viridiplantae	182		negative	False	ad	train
Q9CQ54	Mus musculus	Metazoa	120		negative	True	ac	bench
P43244	Rattus norvegicus	Metazoa	845		negative	False	aa	train
G2HK15	Caenorhabditis elegans	Metazoa	367		negative	False	ad	train
H9G301	Caenorhabditis elegans	Metazoa	202		negative	False	ae	train
O88843	Mus musculus	Metazoa	199		negative	False	ac	bench
P15796	Caenorhabditis elegans	Metazoa	191		negative	False	ac	bench
P34418	Caenorhabditis elegans	Metazoa	943		negative	False	ac	train
P38769	Saccharomyces cerevisiae	Fungi	630		negative	False	ae	train
P40038	Saccharomyces cerevisiae	Fungi	420		negative	False	ab	train
P40459	Saccharomyces cerevisiae	Fungi	309		negative	False	ad	train
P41910	Saccharomyces cerevisiae	Fungi	395		negative	False	ad	train
P46970	Saccharomyces cerevisiae	Fungi	1048		negative	False	ab	train
P47019	Saccharomyces cerevisiae	Fungi	175		negative	False	ab	train
P52868	Saccharomyces cerevisiae	Fungi	283		negative	False	ac	train
Q08977	Saccharomyces cerevisiae	Fungi	551		negative	False	ac	bench
Q10573	Caenorhabditis elegans	Metazoa	1139		negative	False	ad	train
Q12090	Saccharomyces cerevisiae	Fungi	404		negative	False	ad	train
Q12156	Saccharomyces cerevisiae	Fungi	149		negative	False	ad	train
Q5F2E7	Mus musculus	Metazoa	692		negative	False	ae	bench
Q5I2A0	Mus musculus	Metazoa	440		negative	False	aa	train
Q8GYU3	Arabidopsis thaliana	Viridiplantae	1465		negative	False	ac	train
Q91V81	Mus musculus	Metazoa	478		negative	False	aa	train
Q99288	Saccharomyces cerevisiae	Fungi	334		negative	False	ab	train
Q9EQ10	Rattus norvegicus	Metazoa	573		negative	False	ad	train
Q9FFD8	Arabidopsis thaliana	Viridiplantae	104		negative	False	ab	train
Q9FGN7	Arabidopsis thaliana	Viridiplantae	726		negative	False	aa	train
Q9VGE2	Drosophila melanogaster	Metazoa	384		negative	False	ad	train
Q9VQB6	Drosophila melanogaster	Metazoa	971		negative	False	ab	train
Q9WTJ4	Mus musculus	Metazoa	500		negative	False	ac	train
A3BK75	Oryza sativa subsp. japonica	Viridiplantae	482		negative	False	ab	train
F4KBW6	Arabidopsis thaliana	Viridiplantae	1838		negative	False	aa	bench
Q5SS91	Mus musculus	Metazoa	320		negative	True	ac	train
Q8L9X2	Arabidopsis thaliana	Viridiplantae	203		negative	False	aa	train
Q9M1X2	Arabidopsis thaliana	Viridiplantae	279		negative	False	ac	train
Q9SAA2	Arabidopsis thaliana	Viridiplantae	271		negative	False	aa	train
F4K6X0	Arabidopsis thaliana	Viridiplantae	121		negative	False	ab	train
Q8L5Z4	Arabidopsis thaliana	Viridiplantae	584		negative	False	aa	train
Q9C685	Arabidopsis thaliana	Viridiplantae	211		negative	False	ac	train
P10834	Saccharomyces cerevisiae	Fungi	293		negative	False	ab	train
Q94F00	Arabidopsis thaliana	Viridiplantae	371		negative	False	ab	train
Q9C8L2	Arabidopsis thaliana	Viridiplantae	287		negative	False	aa	train
Q9LIK9	Arabidopsis thaliana	Viridiplantae	463		negative	False	ac	train
Q9CQY9	Mus musculus	Metazoa	76		negative	True	ae	bench
P35435	Rattus norvegicus	Metazoa	273		negative	False	aa	train
Q920G9	Mus musculus	Metazoa	524		negative	False	ad	train
Q9FJJ3	Arabidopsis thaliana	Viridiplantae	309		negative	False	ae	bench
B6HLT9	Penicillium rubens	Fungi	357		negative	False	ae	train
Q0WPZ7	Arabidopsis thaliana	Viridiplantae	611		negative	False	ae	train
D3ZKT0	Rattus norvegicus	Metazoa	337		negative	False	ad	bench
G5EG51	Caenorhabditis elegans	Metazoa	1270		negative	False	aa	train
P40007	Saccharomyces cerevisiae	Fungi	231		negative	False	ae	bench
P40493	Saccharomyces cerevisiae	Fungi	336		negative	False	ae	train
P53437	Saccharomyces cerevisiae	Fungi	365		negative	False	ab	train
Q04031	Saccharomyces cerevisiae	Fungi	235		negative	False	ac	bench
Q76KJ5	Mus musculus	Metazoa	399		negative	False	aa	train
Q8INM3	Drosophila melanogaster	Metazoa	1420		negative	False	ad	train
Q9FKB5	Arabidopsis thaliana	Viridiplantae	222		negative	False	ae	train
Q9LZ08	Arabidopsis thaliana	Viridiplantae	214		negative	False	ad	train
Q9CAP8	Arabidopsis thaliana	Viridiplantae	691		negative	False	aa	bench
O05000	Arabidopsis thaliana	Viridiplantae	499		negative	True	ae	train
P53220	Saccharomyces cerevisiae	Fungi	239		negative	True	ae	train
P53239	Saccharomyces cerevisiae	Fungi	316		negative	False	ab	train
Q2V2P9	Saccharomyces cerevisiae	Fungi	66		negative	True	ae	train
Q8L7F7	Arabidopsis thaliana	Viridiplantae	739		negative	False	ac	train
P04038	Bos taurus	Metazoa	74		negative	True	ac	bench
P53266	Saccharomyces cerevisiae	Fungi	389		negative	True	aa	bench
Q02783	Saccharomyces cerevisiae	Fungi	413		negative	False	ae	bench
Q3E7B2	Saccharomyces cerevisiae	Fungi	85		negative	True	ae	bench
Q80X86	Mus musculus	Metazoa	340		negative	False	aa	train
P10355	Saccharomyces cerevisiae	Fungi	254		negative	False	ac	train
P14066	Saccharomyces cerevisiae	Fungi	229		negative	False	aa	train
Q03151	Saccharomyces cerevisiae	Fungi	367		negative	False	aa	train
Q96326	Arabidopsis thaliana	Viridiplantae	256		negative	True	ad	train
P36120	Saccharomyces cerevisiae	Fungi	742		negative	False	aa	bench
P38204	Saccharomyces cerevisiae	Fungi	145		negative	False	ae	bench
P42846	Saccharomyces cerevisiae	Fungi	591		negative	False	ab	train
P47108	Saccharomyces cerevisiae	Fungi	1174		negative	False	ae	train
Q05942	Saccharomyces cerevisiae	Fungi	220		negative	False	ad	bench
Q3E705	Saccharomyces cerevisiae	Fungi	233		negative	False	ac	train
Q94BV2	Arabidopsis thaliana	Viridiplantae	181		negative	False	ab	train
A4F267	Rattus norvegicus	Metazoa	308		negative	False	ae	bench
P00423	Bos taurus	Metazoa	169		negative	False	ab	train
P38988	Saccharomyces cerevisiae	Fungi	300		negative	True	aa	train
P40035	Saccharomyces cerevisiae	Fungi	300		negative	True	ab	train
P47045	Saccharomyces cerevisiae	Fungi	478		negative	True	ad	train
Q00922	Candida boidinii	Fungi	663		negative	False	ab	train
P23500	Saccharomyces cerevisiae	Fungi	304		negative	True	ae	train
P32843	Saccharomyces cerevisiae	Fungi	850		negative	False	ae	train
P38880	Saccharomyces cerevisiae	Fungi	579		negative	False	ad	train
Q04172	Saccharomyces cerevisiae	Fungi	456		negative	False	aa	bench
H3BKT1	Mus musculus	Metazoa	185		negative	False	ab	train
P36144	Saccharomyces cerevisiae	Fungi	274		negative	False	ae	train
P53188	Saccharomyces cerevisiae	Fungi	120		negative	False	ad	train
Q08287	Saccharomyces cerevisiae	Fungi	484		negative	False	ad	train
Q12153	Saccharomyces cerevisiae	Fungi	453		negative	False	aa	train
Q8L719	Arabidopsis thaliana	Viridiplantae	292		negative	False	ad	train
P81451	Saccharomyces cerevisiae	Fungi	68		negative	True	ad	train
Q06668	Saccharomyces cerevisiae	Fungi	471		negative	False	ab	train
Q5NCS9	Mus musculus	Metazoa	454		negative	True	ac	train
Q9LK29	Arabidopsis thaliana	Viridiplantae	307		negative	False	aa	train
P48732	Arabidopsis thaliana	Viridiplantae	543		negative	False	ab	bench
P53136	Saccharomyces cerevisiae	Fungi	463		negative	False	ac	train
Q04712	Saccharomyces cerevisiae	Fungi	507		negative	False	ab	train
Q06511	Saccharomyces cerevisiae	Fungi	250		negative	False	ab	train
Q12035	Saccharomyces cerevisiae	Fungi	217		negative	False	ae	train
Q9DAA6	Mus musculus	Metazoa	195		negative	False	ac	bench
Q9LUJ5	Arabidopsis thaliana	Viridiplantae	293		negative	False	ac	train
Q9LXT3	Arabidopsis thaliana	Viridiplantae	142		negative	False	ad	train
Q9VCP1	Drosophila melanogaster	Metazoa	424		negative	False	ac	bench
F4ISV6	Arabidopsis thaliana	Viridiplantae	537		negative	False	ac	train
P0DO23	Arabidopsis thaliana	Viridiplantae	394		negative	False	ac	train
P38278	Saccharomyces cerevisiae	Fungi	337		negative	False	aa	train
P38687	Saccharomyces cerevisiae	Fungi	599		negative	False	ad	train
P40079	Saccharomyces cerevisiae	Fungi	357		negative	False	ad	train
Q02983	Saccharomyces cerevisiae	Fungi	363		negative	False	ad	train
Q9ESX4	Mus musculus	Metazoa	241		negative	False	ab	train
Q9Z2Q2	Mus musculus	Metazoa	478		negative	False	ac	train
Q923Q2	Mus musculus	Metazoa	1113		negative	False	aa	bench
Q5GH62	Mus musculus	Metazoa	373		negative	True	ad	train
Q8L7Z0	Arabidopsis thaliana	Viridiplantae	720		negative	True	ab	train
Q9LPV5	Arabidopsis thaliana	Viridiplantae	502		negative	True	ad	bench
Q9LSQ5	Arabidopsis thaliana	Viridiplantae	204		negative	False	ac	train
Q94AQ9	Arabidopsis thaliana	Viridiplantae	260		negative	False	ab	bench
Q6X632	Mus musculus	Metazoa	540		negative	True	ab	train
Q80T79	Mus musculus	Metazoa	3707		negative	True	ac	train
Q9FM19	Arabidopsis thaliana	Viridiplantae	286		negative	False	ac	train
Q9LK88	Arabidopsis thaliana	Viridiplantae	196		negative	False	ad	train
Q5SV85	Mus musculus	Metazoa	1306		negative	False	ae	train
P38812	Saccharomyces cerevisiae	Fungi	185		negative	False	ab	train
Q8BK30	Mus musculus	Metazoa	104		negative	False	ae	train
Q5DT39	Rattus norvegicus	Metazoa	243		negative	True	ab	train
Q5VRD7	Oryza sativa subsp. japonica	Viridiplantae	53		negative	True	ab	bench
Q9CAH5	Arabidopsis thaliana	Viridiplantae	320		negative	True	ac	train
P19536	Mus musculus	Metazoa	128		negative	False	ab	train
P38300	Saccharomyces cerevisiae	Fungi	278		negative	False	ac	train
Q7TMF3	Mus musculus	Metazoa	145		negative	False	aa	train
P38851	Saccharomyces cerevisiae	Fungi	1228		negative	False	ad	train
A0A286YD83	Mus musculus	Metazoa	63		negative	True	aa	train
P0DP88	Danio rerio	Metazoa	75		negative	True	ad	train
Q1ZXQ0	Dictyostelium discoideum	Other	1019		negative	False	ac	train
Q8BFX3	Mus musculus	Metazoa	815		negative	False	ab	bench
Q8SWR3	Drosophila melanogaster	Metazoa	435		negative	False	ae	train
Q9FZ96	Arabidopsis thaliana	Viridiplantae	356		negative	True	aa	train
Q08902	Saccharomyces cerevisiae	Fungi	515		negative	True	ad	train
Q921G6	Mus musculus	Metazoa	680		negative	False	ad	train
Q9C7A2	Arabidopsis thaliana	Viridiplantae	590		negative	False	ac	train
Q9DBN1	Mus musculus	Metazoa	621		negative	True	aa	train
Q9FXH5	Arabidopsis thaliana	Viridiplantae	393		negative	True	ae	bench
