Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
P34170	reviewed	OBP2_BOMMO	General odorant-binding protein 2 (GOBP2)		Bombyx mori (Silk moth)	160
P34171	reviewed	OBP1_BOMMO	General odorant-binding protein 1 (GOBP1)		Bombyx mori (Silk moth)	164
P34174	reviewed	PBP_BOMMO	Pheromone-binding protein (PBP)		Bombyx mori (Silk moth)	164
P34754	reviewed	PHYB_ASPNG	3-phytase B (EC 3.1.3.8) (3 phytase B) (Myo-inositol hexakisphosphate phosphohydrolase B) (Myo-inositol-hexaphosphate 3-phosphohydrolase B)	phyB	Aspergillus niger	479
P34951	reviewed	IAAC_HORVU	Trypsin inhibitor CMc (Chloroform/methanol-soluble protein CMc) (BTICMc)	ITR2	Hordeum vulgare (Barley)	143
P35481	reviewed	CYT_CYPCA	Cystatin (Ovarian cystatin) (P12)		Cyprinus carpio (Common carp)	129
P35501	reviewed	ESTE_MYZPE	Esterase E4 (EC 3.1.1.1) (Carboxylic-ester hydrolase)		Myzus persicae (Green peach aphid) (Aphis persicae)	552
P35502	reviewed	ESTF_MYZPE	Esterase FE4 (EC 3.1.1.1) (Carboxylic-ester hydrolase)		Myzus persicae (Green peach aphid) (Aphis persicae)	564
P35578	reviewed	ESP4_ZOOVI	Epididymal secretory protein 4 (C731) (Epididymal secretory protein IV) (LESP IV)		Zootoca vivipara (Common lizard) (Lacerta vivipara)	172
P35759	reviewed	VA5_POLEX	Venom allergen 5 (Allergen Pol e V) (Antigen 5) (Ag5) (Cysteine-rich venom protein) (CRVP) (allergen Pol e 5)		Polistes exclamans (Paper wasp)	226
P35775	reviewed	VA2_SOLIN	Venom allergen 2 (Allergen Sol i II) (Venom allergen II) (allergen Sol i 2)		Solenopsis invicta (Red imported fire ant) (Solenopsis wagneri)	138
P35777	reviewed	VA4_SOLIN	Venom allergen 4 (Allergen Sol i IV) (Venom allergen IV) (allergen Sol i 4)		Solenopsis invicta (Red imported fire ant) (Solenopsis wagneri)	137
P35778	reviewed	VA3_SOLIN	Venom allergen 3 (Allergen Sol i III) (Antigen 5) (Ag5) (Cysteine-rich venom protein) (CRVP) (Venom allergen III) (allergen Sol i 3)		Solenopsis invicta (Red imported fire ant) (Solenopsis wagneri)	234
P37109	reviewed	ISK4_PIG	Serine protease inhibitor Kazal-type 4 (Peptide PEC-60)	SPINK4	Sus scrofa (Pig)	86
P39037	reviewed	CASB_PIG	Beta-casein	CSN2	Sus scrofa (Pig)	232
P39873	reviewed	RNBR_BOVIN	Brain ribonuclease (BRB) (EC 3.1.27.-)	BRN	Bos taurus (Bovine)	167
P41547	reviewed	CALC_CANLF	Calcitonin	CALCA CALC CCALCI	Canis lupus familiaris (Dog) (Canis familiaris)	130
P42254	reviewed	ABFA_ASPNG	Alpha-L-arabinofuranosidase A (ABF A) (Arabinosidase A) (EC 3.2.1.55)	abfA	Aspergillus niger	628
P42255	reviewed	ABFB_ASPNG	Alpha-L-arabinofuranosidase B (ABF B) (Arabinosidase B) (EC 3.2.1.55)	abfB	Aspergillus niger	499
P42256	reviewed	ABNA_ASPNG	Arabinan endo-1,5-alpha-L-arabinosidase A (EC 3.2.1.99) (Endo-1,5-alpha-L-arabinanase A) (ABN A)	abnA	Aspergillus niger	321
P42889	reviewed	COL_MYOCO	Colipase	CLPS	Myocastor coypus (Coypu) (Mus coypus)	111
P43077	reviewed	HEX1_CANAX	Beta-hexosaminidase (EC 3.2.1.52) (Beta-GlcNAcase) (Beta-N-acetylhexosaminidase) (N-acetyl-beta-glucosaminidase)	HEX1	Candida albicans (Yeast)	562
P43306	reviewed	GON2_CLAGA	Progonadoliberin-2 (Progonadoliberin II) [Cleaved into: Gonadoliberin-2 (Gonadoliberin II) (Gonadotropin-releasing hormone II) (GnRH II) (Luliberin II) (Luteinizing hormone-releasing hormone II) (LH-RH II); GnRH-associated peptide 2 (GnRH-associated peptide II)]	gnrh2	Clarias gariepinus (North African catfish) (Silurus gariepinus)	86
P45590	reviewed	CU66_HYACE	Larval/pupal rigid cuticle protein 66 (HCCP66)	CP66	Hyalophora cecropia (Cecropia moth) (Samia cecropia)	129
P45696	reviewed	KAX35_ANDAU	Potassium channel toxin alpha-KTx 3.5 (Kaliotoxin-2) (KTX-2)	KTX2	Androctonus australis (Sahara scorpion)	59
P46169	reviewed	DFB11_BOVIN	Beta-defensin 11 (BNBD-11) (BNDB-11) (Neutrophil beta-defensin 11)	DEFB11 BNBD11	Bos taurus (Bovine)	60
P47796	reviewed	CTRA_GADMO	Chymotrypsin A (EC 3.4.21.1)		Gadus morhua (Atlantic cod)	263
P48842	reviewed	GANA_ASPAC	Arabinogalactan endo-beta-1,4-galactanase (EC 3.2.1.89) (Endo-1,4-beta-galactanase) (Galactanase)	gal1	Aspergillus aculeatus	350
P49125	reviewed	TXA1_LATTR	Alpha-latrotoxin-associated low molecular weight protein (Alpha-latrotoxin-associated LMWP) (Latrodectin-1) (Latrodectin)		Latrodectus tredecimguttatus (Mediterranean black widow spider) (Latrodectus mactans tredecimguttatus)	88
P50694	reviewed	TLP_PRUAV	Glucan endo-1,3-beta-glucosidase (EC 3.2.1.39) ((1->3)-beta-glucan endohydrolase) ((1->3)-beta-glucanase) (Allergen Pru a 2) (Beta-1,3-endoglucanase) (Thaumatin-like protein) (TLP) (allergen Pru av 2)		Prunus avium (Cherry) (Cerasus avium)	245
P51919	reviewed	GON1_SPAAU	Progonadoliberin-1 (Progonadoliberin I) [Cleaved into: Gonadoliberin-1 (Gonadoliberin I) (Gonadotropin-releasing hormone I) (GnRH-I) (Luliberin I) (Luteinizing hormone-releasing hormone I) (LH-RH I); GnRH-associated peptide 1 (GnRH-associated peptide I)]	gnrh1	Sparus aurata (Gilthead sea bream)	95
P55057	reviewed	APOC4_RABIT	Apolipoprotein C-IV (Apo-CIV) (ApoC-IV) (Apolipoprotein C4) (PARP)	APOC4	Oryctolagus cuniculus (Rabbit)	124
P55319	reviewed	AKH1_LOCMI	Adipokinetic prohormone type 1 [Cleaved into: Adipokinetic hormone 1 (Adipokinetic hormone I) (AKH-I); Adipokinetic hormone precursor-related peptide alpha chain (APRP-alpha) (6 kDa dimeric peptide A)]		Locusta migratoria (Migratory locust)	63
P55320	reviewed	GIH_HOMAM	Gonad-inhibiting hormone (GIH) (Vitellogenesis-inhibiting hormone) (VIH)		Homarus americanus (American lobster)	112
P55847	reviewed	MIH_PENJP	Molt-inhibiting hormone (MIH) (PeJ-SGP-IV)		Penaeus japonicus (Kuruma prawn) (Marsupenaeus japonicus)	105
P55955	reviewed	TTR16_CAEEL	Transthyretin-like protein 16 (Unknown spot 4 protein from 2D-page)	ttr-16 Y5F2A.1	Caenorhabditis elegans	132
P56611	reviewed	SCX1_TITBA	Toxin Tb1 (PT-Mice-beta* NaTx6.2) (Tb-gamma)		Tityus bahiensis (Brazilian scorpion)	84
P56626	reviewed	RIP1_TRIAN	Type I ribosome-inactivating protein trichoanguina (RIP) (EC 3.2.2.22) (Trichoanguin) (rRNA N-glycosidase)	TCA	Trichosanthes anguina (Snake gourd)	294
P58823	reviewed	PGIP3_PHAVU	Polygalacturonase inhibitor 3 (Polygalacturonase-inhibiting protein 3) (PGIP-3)	PGIP3	Phaseolus vulgaris (Kidney bean) (French bean)	342
P58912	reviewed	TX60B_PHYSE	DELTA-alicitoxin-Pse2b (DELTA-ALTX-Pse2b) (Toxin PsTX-60B) (PTX60B)		Phyllodiscus semoni (Night anemone)	488
P59899	reviewed	SC2B_CENLI	Toxin Cll2b (Cll 2b) (Toxin II.6)		Centruroides limpidus (Mexican scorpion)	87
P60302	reviewed	3SA3_NAJSP	Cytotoxin 3 (Cardiotoxin-3) (CTX-3) (Ctx3)		Naja sputatrix (Malayan spitting cobra) (Naja naja sputatrix)	81
P60771	reviewed	3S1CB_NAJKA	Cobrotoxin (CBT) (Short neurotoxin I) (NT1)		Naja kaouthia (Monocled cobra) (Naja siamensis)	83
P62928	reviewed	ALB1C_PEA	Albumin-1 C (PA1 C) (PsaA1b015) [Cleaved into: Albumin-1 C chain b (Leginsulin C) (PA1b C); Albumin-1 C chain a (PA1a C)]		Pisum sativum (Garden pea) (Lathyrus oleraceus)	130
P62931	reviewed	ALB1F_PEA	Albumin-1 F (PA1 F) (PsaA1b005/PsaA1b011) [Cleaved into: Albumin-1 F chain b (Leginsulin F) (PA1b F); Albumin-1 F chain a (PA1a F)]		Pisum sativum (Garden pea) (Lathyrus oleraceus)	130
P67788	reviewed	AKH_MANSE	Adipokinetic prohormone [Cleaved into: Adipokinetic hormone (AKH)]		Manduca sexta (Tobacco hawkmoth) (Tobacco hornworm)	65
P68248	reviewed	PAHO_CHICK	Pancreatic polypeptide (APP) (PPP)	PPY	Gallus gallus (Chicken)	80
P68416	reviewed	3S11_HYDHA	Short neurotoxin 1 (SN12) (Toxin 4)		Hydrophis hardwickii (Hardwick's spine-bellied seasnake) (Lapemis hardwickii)	81
P69770	reviewed	CX2_CONMR	Conotoxin Gla-MrII (Conotoxin Mr12.5)		Conus marmoreus (Marble cone)	94
P80090	reviewed	MPI3_LYMST	Molluscan insulin-related peptide 3 (MIP III) [Cleaved into: Molluscan insulin-related peptide 3 B chain; Molluscan insulin-related peptide 3 A chain]		Lymnaea stagnalis (Great pond snail) (Helix stagnalis)	122
P80391	reviewed	AMP1_MELGA	Antimicrobial peptide THP1 (Turkey heterophil peptide 1)		Meleagris gallopavo (Wild turkey)	65
P80392	reviewed	AMP2_MELGA	Antimicrobial peptide THP2 (Turkey heterophil peptide 2)		Meleagris gallopavo (Wild turkey)	64
P80686	reviewed	CUH1C_TENMO	Larval/pupal cuticle protein H1C (TM-PCP H1C) (TM-H1C) (TMLPCP-22)	LPCP-22	Tenebrio molitor (Yellow mealworm beetle)	211
P80915	reviewed	AMP1_MACIN	Antimicrobial peptide 1 (AMP1) (MiAMP1)		Macadamia integrifolia (Macadamia nut)	102
P80961	reviewed	AFP4_MYOOC	Type-4 ice-structuring protein LS-12 (ISP LS-12) (Antifreeze protein LS-12)		Myoxocephalus octodecemspinosus (Longhorn sculpin) (Cottus octodecemspinosus)	128
P80964	reviewed	PB1_PIG	Seminal plasma protein pB1 (Protein DQH) (pAIF-1)		Sus scrofa (Pig)	130
P81025	reviewed	INS_ORENI	Insulin [Cleaved into: Insulin B chain; Insulin A chain]	ins	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	113
P81295	reviewed	PRR3_JUNAS	Pathogenesis-related 5 protein Jun a 3.0101 (PR-5 protein Jun a 3.0101) (Pollen allergen Jun a 3) (allergen Jun a 3.0101)		Juniperus ashei (Ozark white cedar)	225
P81370	reviewed	TLP_ACTDE	Thaumatin-like protein (allergen Act d 2)	tlp	Actinidia deliciosa (Kiwi)	225
P81417	reviewed	CECA1_AEDAL	Cecropin-A1 (AalCecA) (Cecropin-A)	CECA1 CECA	Aedes albopictus (Asian tiger mosquito) (Stegomyia albopicta)	59
P81418	reviewed	PAFP_PHYAM	Antimicrobial peptide 1 (AFPS-1) (Anti-fungal protein 1) (PAFP-S) (Pa-AMP-1) (AMP1)		Phytolacca americana (American pokeweed) (Phytolacca decandra)	65
P81492	reviewed	HIRM2_HIRMN	Hirudin-HM2 (Bufrudin) (Hirudin-HV1)		Hirudinaria manillensis (Asian medical leech) (Poecilobdella manillensis)	84
P81511	reviewed	MCPI_HIRME	Metallocarboxypeptidase inhibitor (Leech carboxypeptidase inhibitor) (LCI)		Hirudo medicinalis (Medicinal leech)	81
P81623	reviewed	ERP29_BOVIN	Endoplasmic reticulum resident protein 29 (ERp29)	ERP29	Bos taurus (Bovine)	258
P81941	reviewed	PLE1_PSEAM	Pleurocidin	ple1	Pseudopleuronectes americanus (Winter flounder) (Pleuronectes americanus)	68
P81999	reviewed	DJB11_CANLF	DnaJ homolog subfamily B member 11 (ER-associated DNAJ) (ER-associated Hsp40 co-chaperone) (Endoplasmic reticulum DNA J domain-containing protein 3) (ER-resident protein ERdj3) (ERdj3) (ERj3p)	DNAJB11	Canis lupus familiaris (Dog) (Canis familiaris)	358
P82007	reviewed	NLTP1_HELAN	Non-specific lipid-transfer protein AP10 (Ha-AP10) (LTP) (NsLTP)		Helianthus annuus (Common sunflower)	116
P82102	reviewed	MYNB_MYTGA	Myticin-B		Mytilus galloprovincialis (Mediterranean mussel)	96
P82103	reviewed	MYNA_MYTGA	Myticin-A		Mytilus galloprovincialis (Mediterranean mussel)	96
P82143	reviewed	PLIGB_GLOBS	Phospholipase A2 inhibitor gamma subunit B (gamma-PLI B) (PLI-gamma) (Phospholipase A2 inhibitor gamma 20 kDa subunit)		Gloydius brevicaudus siniticus (Chinese mamushi) (Agkistrodon blomhoffii siniticus)	200
P82144	reviewed	PLIGA_GLOBS	Phospholipase A2 inhibitor gamma subunit A (gamma-PLI A) (Phospholipase A2 inhibitor gamma 25 kDa subunit)		Gloydius brevicaudus siniticus (Chinese mamushi) (Agkistrodon blomhoffii siniticus)	200
P82187	reviewed	CASK_HORSE	Kappa-casein (Kappa-CN)	CSN3 CSN10	Equus caballus (Horse)	185
P82943	reviewed	REG1_BOVIN	Regakine-1		Bos taurus (Bovine)	92
P83234	reviewed	VESP_OPHHA	Ohanin		Ophiophagus hannah (King cobra) (Naja hannah)	190
P83472	reviewed	ICI_LUMTE	Chymotrypsin inhibitor (LTCI)		Lumbricus terrestris (Common earthworm)	86
P83508	reviewed	AVP2_CAVPO	Lipocalin Cav p 2.0101 (Major allergen Cav p 2) (allergen Cav p 2.0101)	Lcncavp2	Cavia porcellus (Guinea pig)	170
P83618	reviewed	RN28_PANGI	Ribonuclease-like storage protein (Root 28 kDa major protein)		Panax ginseng (Korean ginseng)	238
P83632	reviewed	P27K_GALME	27 kDa hemolymph protein (P27K) (27k)		Galleria mellonella (Greater wax moth)	236
P83880	reviewed	AMP1_PINMO	Antimicrobial peptide 1 (10.6 kDa protein) (PMAP1)		Pinus monticola (Western white pine) (Strobus monticola)	105
P83958	reviewed	TLP_ACTCC	Thaumatin-like protein (allergen Act c 2)	TLP CEY00_Acc28854	Actinidia chinensis var. chinensis (Chinese soft-hair kiwi)	225
P84296	reviewed	GLB74_CHITH	Globin CTT-VIIB-4 (Erythrocruorin)	CTT-7B4	Chironomus thummi thummi (Midge)	161
P84298	reviewed	GLB75_CHITH	Globin CTT-VIIB-5/CTT-VIIB-9	CTT-7B5; CTT-7B9	Chironomus thummi thummi (Midge)	161
P84685	reviewed	SCX6_TITOB	Toxin To6 (PT-alpha* NaTx7.5) (Toxin Tc43) (Toxin To43)		Tityus obscurus (Amazonian scorpion) (Tityus cambridgei)	85
P84688	reviewed	SCX7_TITOB	Toxin To7 (PT-alpha* NaTx7.6) (Toxin Tc50) (Toxin To50)		Tityus obscurus (Amazonian scorpion) (Tityus cambridgei)	84
P85204	reviewed	NLTP1_ACTCC	Non-specific lipid-transfer protein 1 (LTP1) (allergen Act c 10)	NLTP1 CEY00_Acc30713	Actinidia chinensis var. chinensis (Chinese soft-hair kiwi)	114
P85840	reviewed	VA5_TITSE	Venom allergen 5 (Antigen 5) (Cysteine-rich venom protein) (CRVP) [Cleaved into: Cryptide Pep-4]		Tityus serrulatus (Brazilian scorpion)	416
P86009	reviewed	RBP_DRONO	Riboflavin-binding protein (RBP)		Dromaius novaehollandiae (Emu)	238
P86473	reviewed	CHIT_ACTCC	Endochitinase (EC 3.2.1.14)	CEY00_Acc04863	Actinidia chinensis var. chinensis (Chinese soft-hair kiwi)	322
P86797	reviewed	CTEN3_CUPSA	Ctenidin-3		Cupiennius salei (American wandering spider)	142
P86870	reviewed	VA5_VESMG	Venom allergen 5 (Antigen 5) (Ag5) (Cysteine-rich venom protein) (CRVP) (allergen Vesp ma 5)		Vespa magnifica (Hornet)	225
P86875	reviewed	HUGA_VESMG	Hyaluronidase (Hya) (EC 3.2.1.35) (Hyaluronoglucosaminidase) (allergen Vesp ma 2)		Vespa magnifica (Hornet)	357
P86929	reviewed	LMBPG_METGU	Antimicrobial peptide lumbricin-PG (Lumbricin-PG)		Metaphire guillelmi (Earthworm) (Pheretima guillelmi)	73
P91627	reviewed	LCP1_DROMI	Larval cuticle protein 1 (Larval cuticle protein I)	Lcp1	Drosophila miranda (Fruit fly)	138
P91745	reviewed	PE48A_LUCCU	Peritrophin-48		Lucilia cuprina (Green bottle fly) (Australian sheep blowfly)	375
P97515	reviewed	FETUA_MERUN	Alpha-2-HS-glycoprotein (Countertrypin) (Fetuin-A)	AHSG FETUA	Meriones unguiculatus (Mongolian jird) (Gerbillus unguiculatus)	348
P98184	reviewed	RIP2_BRYDI	Ribosome-inactivating protein bryodin II (EC 3.2.2.22) (BD2) (rRNA N-glycosidase)		Bryonia dioica (Red bryony) (Bryonia cretica subsp. dioica)	282
Q00855	reviewed	ALL2_DERFA	Mite group 2 allergen Der f 2 (Allergen Der f II) (allergen Der f 2)	DERF2	Dermatophagoides farinae (American house dust mite)	146
Q00945	reviewed	CONO_LYMST	Conopressin/neurophysin [Cleaved into: Lys-conopressin G; Neurophysin]		Lymnaea stagnalis (Great pond snail) (Helix stagnalis)	155
Q01528	reviewed	HAAF_LIMPO	Hemagglutinin/amebocyte aggregation factor (18K-LAF)		Limulus polyphemus (Atlantic horseshoe crab)	172
Q01584	reviewed	LIPO_RHIMB	Lipocalin		Rhinella marina (Cane toad) (Bufo marinus)	183
Q02126	reviewed	E13C_HORVU	Glucan endo-1,3-beta-glucosidase GIII (EC 3.2.1.39) ((1->3)-beta-glucan endohydrolase GIII) ((1->3)-beta-glucanase isoenzyme GIII) (Beta-1,3-endoglucanase GIII)		Hordeum vulgare (Barley)	330
Q02942	reviewed	TRF_BLADI	Transferrin		Blaberus discoidalis (Tropical cockroach)	726
Q02988	reviewed	LECA_PLEWA	Lectin	LEC	Pleurodeles waltl (Iberian ribbed newt)	172
Q03383	reviewed	ACH1_BOMMO	Antichymotrypsin-1 (Antichymotrypsin I) (ACHY-I)		Bombyx mori (Silk moth)	400
Q03472	reviewed	APOR_PIG	Apolipoprotein R (Apo-R)	APOR	Sus scrofa (Pig)	202
Q04672	reviewed	SBP_SOYBN	Sucrose-binding protein (SBP)	SBP	Glycine max (Soybean) (Glycine hispida)	524
Q04791	reviewed	SASB_ANAPL	Fatty acyl-CoA hydrolase precursor, medium chain (EC 3.1.2.-) (Thioesterase B)		Anas platyrhynchos (Mallard) (Anas boschas)	557
Q06153	reviewed	CEUL_OPHUL	Class II hydrophobin CU (Cerato-ulmin) (CU) (Dutch elm disease toxin)	CU	Ophiostoma ulmi (Dutch elm disease fungus)	100
Q06575	reviewed	HP20_TAMSI	Hibernation-associated plasma protein HP-20 (Hibernator-specific blood complex 20 kDa subunit)		Tamias sibiricus (Siberian chipmunk) (Eutamias sibiricus)	196
Q06576	reviewed	HP25_TAMSI	Hibernation-associated plasma protein HP-25 (Hibernator-specific blood complex 25 kDa subunit)		Tamias sibiricus (Siberian chipmunk) (Eutamias sibiricus)	215
Q06577	reviewed	HP27_TAMSI	Hibernation-associated plasma protein HP-27 (Hibernator-specific blood complex 27 kDa subunit)		Tamias sibiricus (Siberian chipmunk) (Eutamias sibiricus)	215
Q06K53	reviewed	YP10_PHLDU	Yellow-related salivary protein M10 (PduM10)	K04 M10	Phlebotomus duboscqi (Sandfly)	399
Q06K61	reviewed	ADA_PHLDU	Adenosine deaminase (EC 3.5.4.4) (PduM73)	M73	Phlebotomus duboscqi (Sandfly)	516
Q06K97	reviewed	YP35_PHLDU	Yellow-related salivary protein M35 (PduM35)	M35 K06	Phlebotomus duboscqi (Sandfly)	395
Q06KA2	reviewed	D7L_PHLDU	Long form salivary protein D7L (26.7 kDa salivary protein) (D7 related protein)	D7L K35	Phlebotomus duboscqi (Sandfly)	249
Q06KA5	reviewed	SP15A_PHLDU	Salivary protein 15a (PdSP15a)	M02	Phlebotomus duboscqi (Sandfly)	142
Q07558	reviewed	HIRM1_HIRMN	Hirudin-HM1		Hirudinaria manillensis (Asian medical leech) (Poecilobdella manillensis)	84
Q07831	reviewed	PFPAN_ENTHI	Non-pathogenic pore-forming peptide amoebapore A (APNP)		Entamoeba histolytica	97
Q08738	reviewed	CU30_BOMMO	Larval cuticle protein LCP-30	LCP30	Bombyx mori (Silk moth)	239
Q09022	reviewed	XEN1_XENLA	Xenoxin-1	xenoxin-1	Xenopus laevis (African clawed frog)	84
Q09117	reviewed	BSPB_POPDE	Bark storage protein B	BSP	Populus deltoides (Eastern poplar) (Eastern cottonwood)	312
Q0IQK9	reviewed	NLTP1_ORYSJ	Non-specific lipid-transfer protein 1 (LTP 1) (PAPI)	LTP Os12g0115100 LOC_Os12g02320 OsJ_033644	Oryza sativa subsp. japonica (Rice)	116
Q0ZSU5	reviewed	SP04_PHLAR	Yellow-related salivary protein SP04 (PagSP04)		Phlebotomus argentipes (Phlebotomine sand fly)	398
Q10ST8	reviewed	NLTPX_ORYSJ	Non-specific lipid-transfer protein 2 (nsLTP2) (7 kDa lipid transfer protein)	LTP-2 Os03g0111300 LOC_Os03g02050 OsJ_008807	Oryza sativa subsp. japonica (Rice)	96
Q17043	reviewed	APLY_APLKU	Aplysianin-A		Aplysia kurodai (Kuroda's sea hare)	556
Q17128	reviewed	HTF_BLADI	Hypertrehalosaemic prohormone [Cleaved into: Hypertrehalosaemic hormone (HTH) (Hypertrehalosaemic neuropeptide); Hypertrehalosaemic hormone precursor-related peptide]		Blaberus discoidalis (Tropical cockroach)	72
Q1ZYQ8	reviewed	EXB10_MAIZE	Expansin-B10 (Beta-expansin-10) (Pollen allergen Zea m 1c) (ZmEXPB10) (allergen Zea m 1)	EXPB10	Zea mays (Maize)	270
Q20224	reviewed	FABP2_CAEEL	Fatty acid-binding protein homolog 2 (Lipid-binding protein 2)	lbp-2 F40F4.2	Caenorhabditis elegans	161
Q24824	reviewed	PFPB_ENTH1	Pore-forming peptide amoebapore B (EH-APP B)	EHI_194540	Entamoeba histolytica (strain ATCC 30459 / HM-1:IMSS / ABRM)	96
Q24825	reviewed	PFPC_ENTH1	Pore-forming peptide amoebapore C (EH-APP C)	EHI_118270	Entamoeba histolytica (strain ATCC 30459 / HM-1:IMSS / ABRM)	101
Q25055	reviewed	HOL3_HOLDI	Holotricin-3		Holotrichia diomphalia (Korean black chafer)	104
Q25255	reviewed	PE44_LUCCU	Peritrophin-44		Lucilia cuprina (Green bottle fly) (Australian sheep blowfly)	356
Q25588	reviewed	CHH2_FAXLI	Crustacean hyperglycemic hormones A* (CHH A*) [Cleaved into: CHH precursor-related peptide A* (CPRP A*); Crustacean hyperglycemic hormone (CHH)]	CHHA*	Faxonius limosus (Spinycheek crayfish) (Orconectes limosus)	135
Q25589	reviewed	CHH1_FAXLI	Crustacean hyperglycemic hormones A (CHH A) [Cleaved into: CHH precursor-related peptide A (CPRP A); Crustacean hyperglycemic hormone (CHH)]	CHHA	Faxonius limosus (Spinycheek crayfish) (Orconectes limosus)	135
Q26427	reviewed	FIBL_GALME	Fibroin light chain (Fib-L) (L-fibroin) (PG-1) [Cleaved into: Fibroin light chain, short form]	FIBL	Galleria mellonella (Greater wax moth)	267
Q26643	reviewed	TRF_SARPE	Transferrin		Sarcophaga peregrina (Flesh fly) (Boettcherisca peregrina)	629
Q27022	reviewed	SP23_TENMO	Spermatophorin SP23	SP23	Tenebrio molitor (Yellow mealworm beetle)	182
Q27270	reviewed	TEN3_TENMO	Tenecin-3		Tenebrio molitor (Yellow mealworm beetle)	96
Q27441	reviewed	NPY_APLCA	Pro-neuropeptide Y [Cleaved into: Neuropeptide Y (Neuropeptide tyrosine) (NPY); C-flanking peptide of NPY (CPON)]	NPY	Aplysia californica (California sea hare)	92
Q27967	reviewed	SPP24_BOVIN	Secreted phosphoprotein 24 (Spp-24) (Secreted phosphoprotein 2)	SPP2 SPP24	Bos taurus (Bovine)	203
Q28085	reviewed	CFAH_BOVIN	Complement factor H (H factor 1)	CFH HF1	Bos taurus (Bovine)	1236
Q28388	reviewed	UCAL_HORSE	Uterocalin (Concepticalin) (Equicalin) (Lipocalin P19)		Equus caballus (Horse)	180
Q28631	reviewed	WFDC2_RABIT	WAP four-disulfide core domain protein 2 (Epididymal protein BE-20) (Major epididymis-specific protein E4)	WFDC2	Oryctolagus cuniculus (Rabbit)	123
Q29143	reviewed	ELAC_TRIVU	Early lactation protein	ELP	Trichosurus vulpecula (Brush-tailed possum)	102
Q29381	reviewed	OST48_PIG	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit (DDOST 48 kDa subunit) (Oligosaccharyl transferase 48 kDa subunit)	DDOST OST48	Sus scrofa (Pig)	439
Q29616	reviewed	TTHY_MACGI	Transthyretin (Prealbumin)	TTR	Macropus giganteus (Eastern gray kangaroo)	149
Q29W25	reviewed	CROS1_CROSA	Pollen allergen Cro s 1 (allergen Cro s 1)		Crocus sativus (Saffron)	168
Q2KJF1	reviewed	A1BG_BOVIN	Alpha-1B-glycoprotein (Alpha-1-B glycoprotein)	A1BG	Bos taurus (Bovine)	503
Q30HU9	reviewed	SPI1_CRAVI	Serine protease inhibitor Cvsi-1		Crassostrea virginica (Eastern oyster)	90
Q38L02	reviewed	SLA_DABSI	Snaclec dabocetin subunit alpha (C-type lectin-like 8)		Daboia siamensis (Eastern Russel's viper) (Daboia russelii siamensis)	154
Q39688	reviewed	EP1G_DAUCA	Epidermis-specific secreted glycoprotein EP1 (52/54 kDa medium protein)	EP1	Daucus carota (Wild carrot)	389
Q3YJT3	reviewed	PT2K1_SOLTU	Patatin-2-Kuras 1 (EC 3.1.1.-)	pat2-k1	Solanum tuberosum (Potato)	374
Q40975	reviewed	S1_PAPRH	Self-incompatibility protein S1	S1	Papaver rhoeas (Common poppy)	139
Q41015	reviewed	PIP21_PEA	Kunitz-type trypsin inhibitor-like 1 protein (Protease inhibitor from pea 1)	PIP20-1 FUC1	Pisum sativum (Garden pea) (Lathyrus oleraceus)	217
Q41159	reviewed	LCB1_ROBPS	Bark agglutinin I polypeptide A (LECRPA1) (RPbAI)		Robinia pseudoacacia (Black locust)	285
Q41260	reviewed	MPAP1_PHAAQ	Major pollen allergen Pha a 1 (Allergen Pha a I) (allergen Pha a 1)		Phalaris aquatica (Canary grass)	269
Q42372	reviewed	LCB2_ROBPS	Bark agglutinin I polypeptide B (LECRPA2) (RPbAI)		Robinia pseudoacacia (Black locust)	286
Q42656	reviewed	AGAL_COFAR	Alpha-galactosidase (EC 3.2.1.22) (Alpha-D-galactoside galactohydrolase) (Melibiase)		Coffea arabica (Arabian coffee)	378
Q43413	reviewed	DEF1_CAPAN	Defensin J1-1		Capsicum annuum (Capsicum pepper)	75
Q43418	reviewed	TAR1_COLES	Mannose-specific lectin TAR1 (Agglutinin) (Tarin) [Cleaved into: Mannose-specific lectin TAR1 chain 1; Mannose-specific lectin TAR1 chain 2]	TAR1	Colocasia esculenta (Wild taro) (Arum esculentum)	229
